planet_name,host_star,biosignature_score,habitability_score,detectability_score,biosignature_potential,stellar_activity,radius_earth,mass_earth,orbital_period,equilibrium_temp,stellar_temp,discovery_year,ml_prediction,ml_class,ml_confidence
Kepler-362 b,Kepler-362,55.0,15.0,15.0,20.0,5.0,1.606,,10.32738017,,5626.0,2014,2,Medium Priority,0.9985859699105141
Kepler-345 b,Kepler-345,55.0,20.0,15.0,20.0,0.0,1.08,,7.42,,4722.0,2014,2,Medium Priority,0.9994570163858645
Kepler-1573 b,Kepler-1573,55.0,20.0,15.0,20.0,0.0,1.2,,2.6157554,,5808.0,2016,2,Medium Priority,0.9996934903585801
HD 23472 c,HD 23472,55.0,5.0,30.0,20.0,0.0,1.87,3.41,29.79749,467.0,4684.0,2019,2,Medium Priority,0.9996423604975163
HAT-P-18 b,HAT-P-18,55.0,0.0,30.0,20.0,5.0,,,5.5080232,,4803.0,2010,2,Medium Priority,0.9999623342610886
Kepler-1084 b,Kepler-1084,55.0,10.0,25.0,20.0,0.0,1.14,,2.05333679,1859.0,6403.0,2016,2,Medium Priority,0.9998344714576396
Kepler-907 b,Kepler-907,55.0,10.0,25.0,20.0,0.0,1.18,,15.86621821,874.0,6044.0,2016,2,Medium Priority,0.9996762747095824
Kepler-387 c,Kepler-387,55.0,20.0,15.0,20.0,0.0,0.89,,11.837549,,5774.0,2014,2,Medium Priority,0.9949925160922634
HD 110067 f,HD 110067,55.0,0.0,30.0,20.0,5.0,2.601,5.04,41.05854,489.0,5266.0,2023,2,Medium Priority,0.9999739099140565
Kepler-155 b,Kepler-155,55.0,5.0,30.0,20.0,0.0,1.76,,5.93120384,560.0,3985.0,2014,2,Medium Priority,0.9991794755105736
Kepler-20 f,Kepler-20,55.0,10.0,25.0,20.0,0.0,0.99,,19.5776286,628.0,5465.0,2011,2,Medium Priority,0.9993315581255002
Kepler-80 e,Kepler-80,55.0,15.0,20.0,20.0,0.0,1.6,4.13,4.64489,,4540.0,2014,2,Medium Priority,0.9998794254923211
Kepler-1576 b,Kepler-1576,55.0,20.0,15.0,20.0,0.0,1.04,,6.98471973,,5876.0,2016,2,Medium Priority,0.9997521176429344
Kepler-122 d,Kepler-122,55.0,15.0,15.0,20.0,5.0,1.979,,21.5878875,,5917.0,2014,2,Medium Priority,0.9992981796902867
Kepler-1072 b,Kepler-1072,55.0,15.0,15.0,20.0,5.0,1.63,,1.569066502,,6004.0,2016,2,Medium Priority,0.9996448529719697
Kepler-353 b,Kepler-353,55.0,20.0,15.0,20.0,0.0,1.07,,5.795,,3903.0,2014,2,Medium Priority,0.9992932308766654
Kepler-101 c,Kepler-101,55.0,15.0,15.0,20.0,5.0,1.241,,6.02979518,,5661.0,2014,2,Medium Priority,0.9998468687239535
Kepler-1542 b,Kepler-1542,55.0,10.0,25.0,20.0,0.0,0.95,,3.95116882,1277.0,5731.0,2016,2,Medium Priority,0.9998172588656631
WASP-145 A b,WASP-145 A,55.0,0.0,30.0,20.0,5.0,,,1.76903814,,4900.0,2018,2,Medium Priority,0.9999835826516918
LHS 1140 b,LHS 1140,55.0,5.0,30.0,20.0,0.0,1.84394531,,24.73734116,157.09,3131.0,2017,3,High Priority,0.9992802025156872
Kepler-1053 b,Kepler-1053,55.0,10.0,25.0,20.0,0.0,0.97,,2.41434868,953.0,4507.0,2016,2,Medium Priority,0.9998196566152054
Kepler-1126 c,Kepler-1126,55.0,35.0,0.0,20.0,0.0,1.54,,199.664537,306.0,6106.0,2023,2,Medium Priority,0.9994099478796794
WASP-173 A b,WASP-173 A,55.0,0.0,30.0,20.0,5.0,13.4508,1172.7927,1.38665318,1880.0,5800.0,2018,2,Medium Priority,0.9999795227499189
Kepler-249 c,Kepler-249,55.0,20.0,15.0,20.0,0.0,1.17,,7.11372736,,3632.0,2014,2,Medium Priority,0.9997407887687852
Kepler-362 b,Kepler-362,55.0,20.0,15.0,20.0,0.0,1.0,,10.32738017,,5528.0,2014,2,Medium Priority,0.9978956696758646
Kepler-404 b,Kepler-404,55.0,20.0,15.0,20.0,0.0,1.062,,11.8288843,,5326.0,2014,2,Medium Priority,0.9990486641911912
Ross 176 b,Ross 176,55.0,5.0,30.0,20.0,0.0,1.84,4.57,5.0066338,682.0,4041.0,2025,2,Medium Priority,0.9999457213027299
Kepler-445 d,Kepler-445,55.0,20.0,15.0,20.0,0.0,2.44,,8.15275885,305.0,3327.0,2015,2,Medium Priority,0.997322442406896
L 168-9 b,L 168-9,55.0,5.0,30.0,20.0,0.0,1.63,4.07,1.40152604,998.0,3842.0,2020,2,Medium Priority,0.9999635897971882
Kepler-1169 b,Kepler-1169,55.0,10.0,25.0,20.0,0.0,0.99,,6.11009134,1123.0,5971.0,2016,2,Medium Priority,0.9998322694392687
K2-167 b,K2-167,55.0,0.0,30.0,20.0,5.0,2.3,6.5,9.97748,1174.0,6011.0,2018,2,Medium Priority,0.9999766513025152
Kepler-69 c,Kepler-69,55.0,35.0,0.0,20.0,0.0,1.74,,242.46712,286.0,5637.0,2013,2,Medium Priority,0.999571301645381
WASP-98 b,WASP-98,55.0,0.0,30.0,20.0,5.0,,,2.96264191,,5525.0,2014,2,Medium Priority,0.9999812801732814
Kepler-138 d,Kepler-138,55.0,10.0,25.0,20.0,0.0,2.06,,23.089447,376.0,3900.0,2014,2,Medium Priority,0.991001958538508
Kepler-1992 b,Kepler-1992,55.0,20.0,15.0,20.0,0.0,1.02699995,,15.61120033,,5383.0,2023,2,Medium Priority,0.9981283058848268
GJ 1132 b,GJ 1132,55.0,5.0,30.0,20.0,0.0,1.21456642,,1.62893219977,545.71,3202.0,2015,2,Medium Priority,0.9998840947478994
Kepler-62 f,Kepler-62,55.0,35.0,0.0,20.0,0.0,1.43,,267.282521,207.0,4926.0,2013,2,Medium Priority,0.9991493438419216
TOI-5795 b,TOI-5795,55.0,0.0,30.0,20.0,5.0,5.62,23.66,6.1406325,1136.78,5715.0,2025,2,Medium Priority,0.9999839763212655
Kepler-312 b,Kepler-312,55.0,10.0,25.0,20.0,0.0,1.02,,1.772451066,1685.0,6243.0,2014,2,Medium Priority,0.9998165360153305
Kepler-1416 b,Kepler-1416,55.0,20.0,15.0,20.0,0.0,0.88,,1.49514952,,6019.0,2016,2,Medium Priority,0.9996764936076182
WASP-156 b,WASP-156,55.0,0.0,30.0,20.0,5.0,,,3.83616488,,4910.0,2017,2,Medium Priority,0.9999829752444391
Kepler-778 b,Kepler-778,55.0,15.0,15.0,20.0,5.0,1.68,,3.75574426,,5102.0,2016,2,Medium Priority,0.9998129178449006
GJ 1061 d,GJ 1061,55.0,0.0,30.0,20.0,5.0,,,13.031,,2953.0,2020,2,Medium Priority,0.9999613126706866
Kepler-589 c,Kepler-589,55.0,20.0,15.0,20.0,0.0,1.11727238,,3.52466011,,5372.0,2021,2,Medium Priority,0.9992144400592418
Kepler-1425 b,Kepler-1425,55.0,15.0,15.0,20.0,5.0,1.67,,14.4541302,,5477.0,2016,2,Medium Priority,0.9993148071774371
TOI-421 b,TOI-421,55.0,0.0,30.0,20.0,5.0,2.64,6.7,5.197576,922.0,5291.0,2020,2,Medium Priority,0.9999837696102464
HD 106315 c,HD 106315,55.0,0.0,30.0,20.0,5.0,4.4,,21.058,874.0,6254.0,2017,2,Medium Priority,0.9999493932758474
Kepler-1076 b,Kepler-1076,55.0,10.0,25.0,20.0,0.0,0.81,,6.14727918,770.0,4996.0,2016,2,Medium Priority,0.9997169640963751
Kepler-1063 b,Kepler-1063,55.0,10.0,25.0,20.0,0.0,1.15,,14.07971466,694.0,5568.0,2016,2,Medium Priority,0.9993126461068995
Kepler-323 b,Kepler-323,55.0,5.0,25.0,20.0,5.0,1.381,3.9,1.678328,1838.0,6004.0,2014,2,Medium Priority,0.9999636585054628
Kepler-286 c,Kepler-286,55.0,15.0,15.0,20.0,5.0,1.388,,3.46808239,,5559.0,2014,2,Medium Priority,0.9997195533165961
TOI-286 c,TOI-286,55.0,5.0,30.0,20.0,0.0,1.88,3.72,39.361826,475.0,5152.0,2024,2,Medium Priority,0.9997567190352562
WASP-192 b,WASP-192,55.0,0.0,30.0,20.0,5.0,13.78707,731.009,2.8786765,1620.0,5910.0,2019,2,Medium Priority,0.9999852512250726
LHS 1140 c,LHS 1140,55.0,5.0,30.0,20.0,0.0,1.282,1.81,3.777931,438.0,3216.0,2018,2,Medium Priority,0.9998378501377452
Kepler-185 b,Kepler-185,55.0,20.0,15.0,20.0,0.0,1.12,,1.632918853,,5132.0,2014,2,Medium Priority,0.9996620844116606
GJ 9827 c,GJ 9827,55.0,5.0,30.0,20.0,0.0,1.36,,3.64802,721.9,4255.0,2017,2,Medium Priority,0.9999359495169627
Kepler-323 c,Kepler-323,55.0,5.0,25.0,20.0,5.0,1.57,6.8,3.5538229,1431.0,6004.0,2014,2,Medium Priority,0.9999226623928261
TOI-1478 b,TOI-1478,55.0,0.0,30.0,20.0,5.0,,,10.1803074,,5597.0,2021,2,Medium Priority,0.9999678786335691
EPIC 249893012 c,EPIC 249893012,55.0,0.0,30.0,20.0,5.0,3.67,14.67,15.624,990.0,5430.0,2020,2,Medium Priority,0.9999304264634123
Kepler-442 b,Kepler-442,55.0,35.0,0.0,20.0,0.0,1.56,,112.306839,260.0,4569.0,2015,2,Medium Priority,0.9982772834230964
Kepler-1276 b,Kepler-1276,55.0,10.0,25.0,20.0,0.0,1.09,,12.5722897,886.0,6084.0,2016,2,Medium Priority,0.9993997880783952
Kepler-442 b,Kepler-442,55.0,35.0,0.0,20.0,0.0,1.56,,112.306839,260.0,4569.0,2015,2,Medium Priority,0.9982772834230964
TOI-1751 b,TOI-1751,55.0,0.0,30.0,20.0,5.0,2.9507845,19.5,37.46852,651.64,5970.0,2024,2,Medium Priority,0.9999391324750024
XO-2 N b,XO-2 N,55.0,0.0,30.0,20.0,5.0,11.422,189.737,2.61585922,,5332.0,2007,2,Medium Priority,0.9999713605034343
Kepler-59 b,Kepler-59,55.0,20.0,15.0,20.0,0.0,1.14,,11.8691507,,6085.0,2012,2,Medium Priority,0.9989569199930174
Kepler-130 b,Kepler-130,55.0,10.0,25.0,20.0,0.0,1.03,,8.45746707,977.0,5884.0,2014,2,Medium Priority,0.999819657217599
WASP-107 b,WASP-107,55.0,0.0,30.0,20.0,5.0,10.357116,37.82177,5.72149242,736.0,,2017,2,Medium Priority,0.999968238354406
Kepler-260 c,Kepler-260,55.0,25.0,5.0,20.0,5.0,1.69,,76.0503,376.0,5250.0,2014,2,Medium Priority,0.9996428651745638
Kepler-186 b,Kepler-186,55.0,20.0,15.0,20.0,0.0,1.06,,3.88677934,,3876.0,2014,2,Medium Priority,0.9993022284789521
HD 39194 d,HD 39194,55.0,0.0,30.0,20.0,5.0,,,33.91,,5205.0,2021,2,Medium Priority,0.9999806064111062
WASP-20 b,WASP-20,55.0,0.0,30.0,20.0,5.0,16.388,98.841,4.8996284,1379.0,5940.0,2015,2,Medium Priority,0.9999839763212655
Kepler-271 c,Kepler-271,55.0,20.0,15.0,20.0,0.0,0.95,,7.41086267,,5555.0,2014,2,Medium Priority,0.9997184151923245
Kepler-68 b,Kepler-68,55.0,0.0,30.0,20.0,5.0,2.309,,5.398753927,,5789.0,2013,2,Medium Priority,0.9999667351801074
Kepler-2001 b,Kepler-2001,55.0,20.0,15.0,20.0,0.0,1.19099998,,1.090039968,,5081.0,2023,2,Medium Priority,0.9983384641290836
Kepler-1606 b,Kepler-1606,55.0,35.0,0.0,20.0,0.0,1.98,,196.435224,276.0,5536.0,2016,2,Medium Priority,0.9992555680232141
Kepler-1982 b,Kepler-1982,55.0,10.0,25.0,20.0,0.0,1.04,,3.82316376,1554.0,6597.0,2023,2,Medium Priority,0.9998165319312662
HD 219666 b,HD 219666,55.0,0.0,30.0,20.0,5.0,4.71,16.6,6.03607,1073.0,5527.0,2018,2,Medium Priority,0.9999667645292027
HD 219666 b,HD 219666,55.0,0.0,30.0,20.0,5.0,,,6.034468,,5527.0,2018,2,Medium Priority,0.9999612714435889
Kepler-62 f,Kepler-62,55.0,25.0,5.0,20.0,5.0,1.41,35.0,267.291,208.0,4925.0,2013,2,Medium Priority,0.9999360730494765
Kepler-271 c,Kepler-271,55.0,20.0,15.0,20.0,0.0,1.0,,7.410935,,5524.0,2014,2,Medium Priority,0.9992017238966945
Kepler-1435 b,Kepler-1435,55.0,10.0,25.0,20.0,0.0,0.94,,4.45343281,1427.0,6664.0,2016,2,Medium Priority,0.9997238388264007
Kepler-1276 b,Kepler-1276,55.0,10.0,25.0,20.0,0.0,1.09,,12.5720095,909.0,6456.0,2016,2,Medium Priority,0.9993084648200784
HAT-P-17 b,HAT-P-17,55.0,0.0,30.0,20.0,5.0,,,10.33853522,,5246.0,2010,2,Medium Priority,0.9999292547896825
K2-157 c,K2-157,55.0,0.0,30.0,20.0,5.0,,,25.942,587.0,5334.0,2025,2,Medium Priority,0.9999435589129526
TOI-125 c,TOI-125,55.0,0.0,30.0,20.0,5.0,2.759,6.63,9.15059,827.8,5320.0,2019,2,Medium Priority,0.9999840686664816
Kepler-1698 b,Kepler-1698,55.0,10.0,25.0,20.0,0.0,0.99,,1.210693626,1351.0,5014.0,2020,2,Medium Priority,0.9997674646154044
HD 15337 c,HD 15337,55.0,0.0,30.0,20.0,5.0,2.39,8.11,17.1784,642.0,5125.0,2019,2,Medium Priority,0.9999019489223764
WASP-113 b,WASP-113,55.0,0.0,30.0,20.0,5.0,,,4.5421687,,5890.0,2016,2,Medium Priority,0.9999822084882936
Kepler-1277 b,Kepler-1277,55.0,15.0,15.0,20.0,5.0,1.482,,40.8365012,,5478.0,2016,2,Medium Priority,0.999494209335416
Kepler-1248 b,Kepler-1248,55.0,10.0,25.0,20.0,0.0,1.04,,7.46718958,1035.0,6161.0,2016,2,Medium Priority,0.9998322732607042
TOI-1798.02,TOI-1798,55.0,15.0,20.0,20.0,0.0,1.464,,0.437811822,,5165.0,2024,2,Medium Priority,0.9983359788365688
Kepler-205 b,Kepler-205,55.0,10.0,25.0,20.0,0.0,1.17,,2.755637103,669.0,3834.0,2014,2,Medium Priority,0.9996986954504248
Kepler-292 b,Kepler-292,55.0,15.0,15.0,20.0,5.0,1.41,,2.58082149,,5282.0,2014,2,Medium Priority,0.9998197828260734
Kepler-106 b,Kepler-106,55.0,20.0,15.0,20.0,0.0,0.823,,,,5860.0,2014,2,Medium Priority,0.9996846993644978
TOI-2202 c,TOI-2202,55.0,0.0,30.0,20.0,5.0,,117.27868218,24.6744,,5144.0,2021,2,Medium Priority,0.9999399025514905
HATS-29 b,HATS-29,55.0,0.0,30.0,20.0,5.0,,,4.6058787,,5670.0,2016,2,Medium Priority,0.9999771708012748
Kepler-341 b,Kepler-341,55.0,20.0,15.0,20.0,0.0,1.08,,5.19556758,,5755.0,2014,2,Medium Priority,0.9996826719508186
Kepler-197 e,Kepler-197,55.0,10.0,25.0,20.0,0.0,0.95,,25.2100146,691.0,6003.0,2014,2,Medium Priority,0.9993385635183487
Kepler-1948 b,Kepler-1948,55.0,10.0,25.0,20.0,0.0,0.7,,15.57131611,391.0,3842.0,2021,2,Medium Priority,0.9995605571055657
Kepler-1386 b,Kepler-1386,55.0,15.0,15.0,20.0,5.0,1.24,,6.73972381,,5733.0,2016,2,Medium Priority,0.999659453618914
Kepler-1890 b,Kepler-1890,55.0,10.0,25.0,20.0,0.0,0.84,,4.82052932,1350.0,6483.0,2021,2,Medium Priority,0.9998165342567775
TOI-2015 b,TOI-2015,55.0,0.0,30.0,20.0,5.0,3.309,9.2,3.348237,530.9,3297.0,2023,2,Medium Priority,0.999981631570418
TOI-1130 b,TOI-1130,55.0,0.0,30.0,20.0,5.0,,,4.077039,,4250.0,2020,2,Medium Priority,0.9999835442780244
Kepler-450 d,Kepler-450,55.0,20.0,15.0,20.0,0.0,0.995,,,,6298.0,2015,2,Medium Priority,0.9996880401486359
Kepler-1434 b,Kepler-1434,55.0,10.0,25.0,20.0,0.0,0.86,,8.05333618,1186.0,6350.0,2016,2,Medium Priority,0.9998344737061562
Kepler-142 d,Kepler-142,55.0,15.0,15.0,20.0,5.0,1.41,,41.8087668,,5872.0,2014,2,Medium Priority,0.9994916203891262
Kepler-52 c,Kepler-52,55.0,15.0,15.0,25.0,0.0,1.84,45.4,16.3850021,,4075.0,2012,2,Medium Priority,0.9984605842660643
TOI-125 b,TOI-125,55.0,0.0,30.0,20.0,5.0,2.755,,4.65382,1029.0,5282.0,2019,2,Medium Priority,0.9999840686664816
Kepler-186 c,Kepler-186,55.0,5.0,30.0,20.0,0.0,1.21,,7.26733017,470.0,3761.0,2014,2,Medium Priority,0.9993865360078167
Kepler-1735 b,Kepler-1735,55.0,20.0,15.0,20.0,0.0,1.19429134,,7.71792984,,3975.0,2021,2,Medium Priority,0.9991050824698632
WASP-47 e,WASP-47,55.0,15.0,15.0,20.0,5.0,1.82,9.1,0.789636,,5576.0,2015,2,Medium Priority,0.9990082482744944
Kepler-11 b,Kepler-11,55.0,15.0,15.0,20.0,5.0,1.92,,10.30400497,,5763.0,2010,2,Medium Priority,0.9995728826771378
Kepler-1296 b,Kepler-1296,55.0,20.0,15.0,20.0,0.0,0.91,,8.3839865,,5359.0,2016,2,Medium Priority,0.9996856874663397
Kepler-1955 b,Kepler-1955,55.0,10.0,25.0,20.0,0.0,0.99,,14.2652558,833.0,5826.0,2021,2,Medium Priority,0.9996967280441961
Kepler-352 b,Kepler-352,55.0,10.0,25.0,20.0,0.0,0.89,,10.05545337,685.0,5238.0,2014,2,Medium Priority,0.9995946850274756
Kepler-1854 b,Kepler-1854,55.0,15.0,15.0,20.0,5.0,1.98,,39.8313153,,4972.0,2021,2,Medium Priority,0.9990807370763061
HD 63935 c,HD 63935,55.0,0.0,30.0,20.0,5.0,2.9,11.1,21.4023,684.0,5534.0,2021,2,Medium Priority,0.9999473240927148
Kepler-1542 b,Kepler-1542,55.0,10.0,25.0,20.0,0.0,0.95,,3.95116882,1277.0,5731.0,2016,2,Medium Priority,0.9998172588656631
LHS 1140 c,LHS 1140,55.0,5.0,30.0,20.0,0.0,1.272,1.91,3.77794,422.0,3096.0,2018,2,Medium Priority,0.9999393471775329
TOI-1736 b,TOI-1736,55.0,0.0,30.0,20.0,5.0,3.05,11.9,7.073091,1186.0,5670.0,2023,2,Medium Priority,0.9999703879873576
Kepler-10 c,Kepler-10,55.0,0.0,30.0,20.0,5.0,2.32,,45.29427,,5643.0,2011,2,Medium Priority,0.9999300776339796
Kepler-403 b,Kepler-403,55.0,10.0,25.0,20.0,0.0,1.09,,7.03144308,1038.0,6086.0,2014,2,Medium Priority,0.9998165319312662
TOI-1011 b,TOI-1011,55.0,5.0,30.0,20.0,0.0,1.44656,,2.4704981,1364.0,5413.7,2025,2,Medium Priority,0.9999071320488475
K2-85 b,K2-85,55.0,20.0,15.0,20.0,0.0,1.01,,0.684533,,4268.0,2016,2,Medium Priority,0.9987452367680475
Kepler-324 b,Kepler-324,55.0,20.0,15.0,20.0,0.0,1.14,,4.385315,,5194.0,2014,2,Medium Priority,0.9988078455080905
Kepler-20 f,Kepler-20,55.0,10.0,25.0,20.0,0.0,0.9,,19.5776073,628.0,5465.0,2011,2,Medium Priority,0.9993315626637876
Kepler-539 c,Kepler-539,55.0,20.0,15.0,20.0,0.0,,762.792,1000.0,253.0,5820.0,2016,2,Medium Priority,0.9978776311662161
Kepler-59 b,Kepler-59,55.0,20.0,15.0,20.0,0.0,1.1,,11.8681707,,6074.0,2012,2,Medium Priority,0.9970497754749291
Kepler-520 c,Kepler-520,55.0,10.0,25.0,20.0,0.0,1.05,,5.21104261,1104.0,6108.0,2016,2,Medium Priority,0.9998165319312662
TOI-4443.01,TOI-4443,55.0,5.0,30.0,20.0,0.0,1.7193265,,1.8498567,1638.82,5834.0,2024,2,Medium Priority,0.9999066364597059
WASP-98 b,WASP-98,55.0,0.0,30.0,20.0,5.0,,,2.9626415,,5525.0,2014,2,Medium Priority,0.9999812801732814
Kepler-10 b,Kepler-10,55.0,15.0,20.0,20.0,0.0,1.47,3.58,0.8374907,,5671.0,2011,2,Medium Priority,0.9995608697131191
Kepler-271 b,Kepler-271,55.0,20.0,15.0,20.0,0.0,0.89,,5.217738,,5524.0,2014,2,Medium Priority,0.9992017281797582
Kepler-395 b,Kepler-395,55.0,20.0,15.0,20.0,0.0,0.84,,7.054,,3735.0,2014,2,Medium Priority,0.9992758016524472
Kepler-327 b,Kepler-327,55.0,20.0,15.0,20.0,0.0,1.2,,2.55,,3799.0,2014,2,Medium Priority,0.9992758626184589
Kepler-205 b,Kepler-205,55.0,5.0,30.0,20.0,0.0,1.32,,2.75560188,672.0,3834.0,2014,2,Medium Priority,0.9999610838408804
TOI-5108 b,TOI-5108,55.0,0.0,30.0,20.0,5.0,6.6,32.0,6.753581,1180.0,5808.0,2025,2,Medium Priority,0.9999750674181558
Kepler-1966 b,Kepler-1966,55.0,20.0,15.0,20.0,0.0,1.10479327,,8.617429733,,5009.0,2021,2,Medium Priority,0.9992622289876233
Kepler-390 c,Kepler-390,55.0,20.0,15.0,20.0,0.0,0.87,,13.0600422,,5270.0,2014,2,Medium Priority,0.9988846786667324
Kepler-327 c,Kepler-327,55.0,20.0,15.0,20.0,0.0,1.07,,5.212,,3799.0,2014,2,Medium Priority,0.9992895446958644
Kepler-157 b,Kepler-157,55.0,15.0,15.0,20.0,5.0,1.454,,1.732345491,,5791.0,2014,2,Medium Priority,0.9998142636470815
Kepler-129 b,Kepler-129,55.0,0.0,30.0,20.0,5.0,2.4,,15.79,,5770.0,2014,2,Medium Priority,0.9999271039714117
Kepler-312 b,Kepler-312,55.0,10.0,25.0,20.0,0.0,0.98,,1.77244975,1641.0,6173.0,2014,2,Medium Priority,0.9998165353922914
Kepler-312 b,Kepler-312,55.0,10.0,25.0,20.0,0.0,0.98,,1.77244975,1641.0,6173.0,2014,2,Medium Priority,0.9998165353922914
Kepler-79 b,Kepler-79,55.0,15.0,15.0,25.0,0.0,1.92,54.1,13.485,,,2012,2,Medium Priority,0.9956315928383351
Kepler-431 b,Kepler-431,55.0,10.0,25.0,20.0,0.0,0.97,,6.80252171,1337.0,6293.0,2015,2,Medium Priority,0.9998344737061562
Kepler-1117 b,Kepler-1117,55.0,20.0,15.0,20.0,0.0,1.11,,4.79028459,,5612.0,2016,2,Medium Priority,0.999693067938794
Kepler-102 d,Kepler-102,55.0,5.0,30.0,20.0,0.0,1.4,,10.31173752,638.0,4812.0,2014,2,Medium Priority,0.999872967386187
Kepler-303 c,Kepler-303,55.0,15.0,15.0,20.0,5.0,1.34,,7.06,,,2014,2,Medium Priority,0.9998307597772526
Kepler-1542 c,Kepler-1542,55.0,10.0,25.0,20.0,0.0,0.83,,2.89223021,1417.0,5731.0,2016,2,Medium Priority,0.9998172588656631
Kepler-1265 b,Kepler-1265,55.0,15.0,15.0,20.0,5.0,1.35,,6.49441289,,4630.0,2016,2,Medium Priority,0.9998197828260954
Kepler-93 b,Kepler-93,55.0,5.0,30.0,20.0,0.0,1.45952,,4.7267257,1190.0,5655.0,2014,2,Medium Priority,0.9999178342645497
Kepler-1541 b,Kepler-1541,55.0,20.0,15.0,20.0,0.0,1.16,,8.40691199,,5282.0,2016,2,Medium Priority,0.999688039460099
Kepler-1485 b,Kepler-1485,55.0,15.0,15.0,20.0,5.0,1.631,,19.9157725,,5980.0,2016,2,Medium Priority,0.9992723640097804
HD 93963 A b,HD 93963 A,55.0,5.0,30.0,20.0,0.0,1.46954368,2.8,1.0376109,1842.23,5908.0,2022,2,Medium Priority,0.9998620160879429
Kepler-1689 b,Kepler-1689,55.0,10.0,25.0,20.0,0.0,0.8,,8.48299282,879.0,5827.0,2020,2,Medium Priority,0.9998181770735124
Kepler-1152 b,Kepler-1152,55.0,20.0,15.0,20.0,0.0,1.03,,1.65,,,2016,2,Medium Priority,0.9994918489724247
Kepler-186 b,Kepler-186,55.0,20.0,15.0,20.0,0.0,1.14,,3.886803,,4048.0,2014,2,Medium Priority,0.9992411636368984
WASP-182 b,WASP-182,55.0,0.0,30.0,20.0,5.0,,,3.3769848,,5638.0,2019,2,Medium Priority,0.9999758553105311
Kepler-444 e,Kepler-444,55.0,0.0,30.0,20.0,5.0,0.546,,7.743493,,5046.0,2015,2,Medium Priority,0.9999581391990564
Kepler-267 d,Kepler-267,55.0,20.0,15.0,20.0,0.0,2.01,,28.46462622,303.0,3807.0,2014,2,Medium Priority,0.9992528200332902
WASP-54 b,WASP-54,55.0,0.0,30.0,20.0,5.0,18.528,202.131,3.6936411,1759.0,6100.0,2012,2,Medium Priority,0.9999868625909493
EPIC 249893012 d,EPIC 249893012,55.0,0.0,30.0,20.0,5.0,3.94,10.18,35.747,752.0,5430.0,2020,2,Medium Priority,0.999907537672689
Kepler-303 c,Kepler-303,55.0,20.0,15.0,20.0,0.0,1.14,,7.061149,,3944.0,2014,2,Medium Priority,0.9991293792883699
K2-38 b,K2-38,55.0,5.0,30.0,20.0,0.0,1.55,6.0,4.01668,1189.0,5679.0,2016,2,Medium Priority,0.9999251617566444
Kepler-205 b,Kepler-205,55.0,10.0,25.0,20.0,0.0,1.17,,2.755637103,669.0,3834.0,2014,2,Medium Priority,0.9996986954504248
Kepler-295 c,Kepler-295,55.0,20.0,15.0,20.0,0.0,1.17,,21.526258,,5603.0,2014,2,Medium Priority,0.9985376656982737
Kepler-910 b,Kepler-910,55.0,10.0,25.0,20.0,0.0,0.81,,2.364369015,1723.0,6173.0,2016,2,Medium Priority,0.9998401966150983
Kepler-334 b,Kepler-334,55.0,10.0,25.0,20.0,0.0,1.03,,5.47033694,1049.0,5827.0,2014,2,Medium Priority,0.9998322727219725
Kepler-10 c,Kepler-10,55.0,0.0,30.0,20.0,5.0,2.34,,45.29431717,,5599.0,2011,2,Medium Priority,0.9999262652677573
Kepler-32 d,Kepler-32,55.0,20.0,15.0,20.0,0.0,2.29,,22.78076945,327.0,3727.0,2012,2,Medium Priority,0.9980169067932289
HD 191939 c,HD 191939,55.0,0.0,30.0,20.0,5.0,3.1823776,6.1,28.579889,554.51,5385.0,2020,2,Medium Priority,0.99993623543037
Kepler-267 b,Kepler-267,55.0,5.0,30.0,20.0,0.0,1.79,,3.35368204,617.0,3807.0,2014,2,Medium Priority,0.9992202060142391
Kepler-249 c,Kepler-249,55.0,5.0,30.0,20.0,0.0,1.28,,7.11388016,435.0,3568.0,2014,2,Medium Priority,0.999124710386135
Kepler-1473 b,Kepler-1473,55.0,15.0,15.0,20.0,5.0,1.276,,14.4273551,,5902.0,2016,2,Medium Priority,0.9994810637142568
HAT-P-68 b,HAT-P-68,55.0,0.0,30.0,20.0,5.0,,,2.29840555,,4508.0,2020,2,Medium Priority,0.9999829869333348
Kepler-235 c,Kepler-235,55.0,20.0,15.0,20.0,0.0,1.09,,7.82527952,,4074.0,2014,2,Medium Priority,0.9992515396087767
Kepler-32 e,Kepler-32,55.0,20.0,15.0,20.0,0.0,1.09,,2.89601166,,3791.0,2012,2,Medium Priority,0.9992761445563298
Kepler-1948 b,Kepler-1948,55.0,10.0,25.0,20.0,0.0,0.7,,15.57131611,391.0,3842.0,2021,2,Medium Priority,0.9995605571055657
HD 68988 b,HD 68988,55.0,0.0,30.0,20.0,5.0,,,6.276,,,2001,2,Medium Priority,0.9999894795016616
Kepler-249 b,Kepler-249,55.0,20.0,15.0,20.0,0.0,1.0,,3.306548978,,3632.0,2014,2,Medium Priority,0.9997407885142225
HD 6434 b,HD 6434,55.0,0.0,30.0,20.0,5.0,,,22.017,,5690.0,2003,2,Medium Priority,0.9999370303965001
Kepler-144 b,Kepler-144,55.0,10.0,25.0,20.0,0.0,1.1,,5.88528169,1106.0,6363.0,2014,2,Medium Priority,0.9998344714576396
