planet_name,host_star,biosignature_score,habitability_score,detectability_score,biosignature_potential,stellar_activity,radius_earth,mass_earth,orbital_period,equilibrium_temp,stellar_temp,discovery_year,ml_prediction,ml_class,ml_confidence
Kepler-1530 b,Kepler-1530,35.0,0.0,15.0,20.0,0.0,2.41,,2.5904434,1484.0,5678.0,2016,1,Low Priority,0.9999812441326269
Kepler-306 c,Kepler-306,35.0,0.0,15.0,20.0,0.0,,,7.2400374027,,4948.0,2014,1,Low Priority,0.9999711265932164
Kepler-582 b,Kepler-582,35.0,0.0,15.0,20.0,0.0,3.39,,18.49235668,603.0,5289.0,2016,1,Low Priority,0.99994088440688
Kepler-95 b,Kepler-95,35.0,0.0,15.0,20.0,0.0,3.145,,,,5654.0,2014,1,Low Priority,0.999841703144573
Kepler-79 b,Kepler-79,35.0,0.0,15.0,20.0,0.0,3.338,12.5,13.484542,,,2012,1,Low Priority,0.9999291347767705
Kepler-199 b,Kepler-199,35.0,0.0,15.0,20.0,0.0,2.96,,23.64219092,,5709.0,2014,1,Low Priority,0.9999335406284836
Kepler-1001 b,Kepler-1001,35.0,0.0,15.0,20.0,0.0,3.11,,14.30511983,695.0,5735.0,2016,1,Low Priority,0.9999417352027377
Kepler-82 b,Kepler-82,35.0,0.0,15.0,20.0,0.0,4.7,,26.44435456,588.0,5739.0,2012,1,Low Priority,0.999945225736589
Kepler-103 c,Kepler-103,35.0,0.0,10.0,20.0,5.0,5.55,,179.6076602,,5934.0,2014,1,Low Priority,0.9992667839502362
Kepler-1989 b,Kepler-1989,35.0,0.0,15.0,20.0,0.0,4.42,,10.161032261,904.0,6032.0,2023,1,Low Priority,0.9999795012953504
Kepler-26 c,Kepler-26,35.0,0.0,15.0,20.0,0.0,,,17.25121397,,4486.0,2011,1,Low Priority,0.9999201733220063
Kepler-11 f,Kepler-11,35.0,0.0,15.0,20.0,0.0,2.6,1.7,46.686,,,2010,1,Low Priority,0.9999262345486275
Kepler-385 c,Kepler-385,35.0,0.0,15.0,20.0,0.0,3.3,,15.1622735,850.0,6308.0,2014,1,Low Priority,0.9999484901904009
Kepler-239 b,Kepler-239,35.0,0.0,15.0,20.0,0.0,2.33,,11.763051,,4914.0,2014,1,Low Priority,0.9999144638688646
Kepler-1353 b,Kepler-1353,35.0,0.0,15.0,20.0,0.0,,,24.75444429,,4684.0,2016,1,Low Priority,0.9999249235160474
K2-104 b,K2-104,35.0,0.0,15.0,20.0,0.0,,,1.974991,,3820.0,2016,1,Low Priority,0.9999664369499229
Kepler-653 b,Kepler-653,35.0,0.0,15.0,20.0,0.0,,,14.70754468,,5511.66,2016,1,Low Priority,0.9999306537128889
Kepler-1794 b,Kepler-1794,35.0,0.0,15.0,20.0,0.0,,,9.76293284,,4940.0,2021,1,Low Priority,0.9999681816451396
Kepler-18 d,Kepler-18,35.0,0.0,15.0,20.0,0.0,5.96,,14.858912687,720.0,5356.0,2011,1,Low Priority,0.9999408844068871
Kepler-31 b,Kepler-31,35.0,0.0,15.0,20.0,0.0,5.28,,20.86021267,781.0,6505.0,2011,1,Low Priority,0.9999304341960202
Kepler-678 b,Kepler-678,35.0,0.0,15.0,20.0,0.0,,,7.275040844,,5308.0,2016,1,Low Priority,0.9999711265932164
Kepler-177 c,Kepler-177,35.0,0.0,15.0,20.0,0.0,7.1,7.5,49.412,,,2013,1,Low Priority,0.9999306536329444
Kepler-782 b,Kepler-782,35.0,0.0,15.0,20.0,0.0,3.344,,,,5684.0,2016,1,Low Priority,0.9998428392932454
Kepler-960 b,Kepler-960,35.0,0.0,15.0,20.0,0.0,2.142,,3.12686223,,4773.0,2016,1,Low Priority,0.9999713555646983
Kepler-159 b,Kepler-159,35.0,0.0,15.0,20.0,0.0,,,10.13962367,,4477.0,2014,1,Low Priority,0.999968422585271
Kepler-785 b,Kepler-785,35.0,0.0,15.0,20.0,0.0,9.14,,1.973760926,752.0,3806.0,2016,1,Low Priority,0.999973403452647
Kepler-1167 b,Kepler-1167,35.0,0.0,15.0,20.0,0.0,2.07,,1.003965,1429.0,4778.0,2016,1,Low Priority,0.9999800488543545
Kepler-808 b,Kepler-808,35.0,5.0,5.0,20.0,5.0,1.34,,0.6313298,1461.0,4602.0,2016,1,Low Priority,0.99991821137362
K2-412 b,K2-412,35.0,0.0,15.0,20.0,0.0,2.116,,5.9382,,5590.0,2022,1,Low Priority,0.9999696781911237
Kepler-1777 b,Kepler-1777,35.0,0.0,15.0,20.0,0.0,2.13189678,,12.18420029,,5771.0,2021,1,Low Priority,0.9999289106156741
Kepler-944 b,Kepler-944,35.0,0.0,15.0,20.0,0.0,,,43.31690377,,5458.53,2016,1,Low Priority,0.9999216871663952
K2-114 b,K2-114,35.0,0.0,15.0,20.0,0.0,11.19847412,,11.39096852897,667.45,5027.0,2017,1,Low Priority,0.9999345359189545
Kepler-222 c,Kepler-222,35.0,0.0,15.0,20.0,0.0,4.81,,10.088796973,734.0,5431.0,2014,1,Low Priority,0.9999740579642998
Kepler-27 b,Kepler-27,35.0,0.0,15.0,20.0,0.0,,,15.33527467,,5399.0,2011,1,Low Priority,0.9999249235160474
Kepler-990 b,Kepler-990,35.0,0.0,15.0,20.0,0.0,2.25,,9.91723428,847.0,5953.0,2016,1,Low Priority,0.9999793459999946
Kepler-501 c,Kepler-501,35.0,5.0,15.0,20.0,-5.0,1.41,,3.622714,1263.0,6215.0,2021,1,Low Priority,0.9999848772112596
Kepler-172 e,Kepler-172,35.0,0.0,15.0,20.0,0.0,3.26,,35.1184432,550.0,5527.0,2014,1,Low Priority,0.9999453589544883
Kepler-177 c,Kepler-177,35.0,0.0,15.0,20.0,0.0,6.77,,49.41121127,497.0,5768.0,2013,1,Low Priority,0.9999379969331169
Kepler-1066 b,Kepler-1066,35.0,0.0,15.0,20.0,0.0,2.254,,,,5558.0,2016,1,Low Priority,0.9998129169651332
Kepler-216 b,Kepler-216,35.0,0.0,15.0,20.0,0.0,2.35,,7.693641,,6091.0,2014,1,Low Priority,0.9999698568813171
Kepler-371 b,Kepler-371,35.0,0.0,15.0,20.0,0.0,,,34.7630543,,5794.01,2014,1,Low Priority,0.9999304342759647
Kepler-643 b,Kepler-643,35.0,0.0,15.0,20.0,0.0,10.99,,16.33889626,972.0,4883.0,2016,1,Low Priority,0.9999477399995331
Kepler-80 c,Kepler-80,35.0,0.0,15.0,20.0,0.0,2.27,,9.521650159,495.0,4040.0,2012,1,Low Priority,0.9999734519575503
Kepler-346 c,Kepler-346,35.0,0.0,15.0,20.0,0.0,3.3,,23.85163032,654.0,6032.0,2014,1,Low Priority,0.999945225736589
Kepler-1719 b,Kepler-1719,35.0,0.0,15.0,20.0,0.0,3.47,,6.14955299,1287.0,5687.0,2021,1,Low Priority,0.9999812441326269
Kepler-27 b,Kepler-27,35.0,0.0,15.0,20.0,0.0,4.85,,15.33525912,,5294.0,2011,1,Low Priority,0.9999141984865461
Kepler-219 d,Kepler-219,35.0,0.0,15.0,20.0,0.0,,,47.90371523,,5766.61,2014,1,Low Priority,0.9999304342759647
Kepler-1068 b,Kepler-1068,35.0,0.0,15.0,20.0,0.0,3.63,,16.92344113,,5806.0,2016,1,Low Priority,0.999918353268857
Kepler-712 b,Kepler-712,35.0,0.0,15.0,20.0,0.0,3.12,,21.02247699,539.0,5330.0,2016,1,Low Priority,0.99994088440688
Kepler-1610 b,Kepler-1610,35.0,0.0,15.0,20.0,0.0,,,8.70179611,,5106.92,2016,1,Low Priority,0.9999711265932164
Kepler-9 c,Kepler-9,35.0,0.0,15.0,20.0,0.0,8.106,,38.90787517,,5788.0,2010,1,Low Priority,0.9999303920436119
Kepler-863 b,Kepler-863,35.0,0.0,15.0,20.0,0.0,,,15.59466045,,5878.0,2016,1,Low Priority,0.9999304342759647
Kepler-762 b,Kepler-762,35.0,0.0,15.0,20.0,0.0,,,3.770551475,,5897.0,2016,1,Low Priority,0.9999728563920481
Kepler-609 b,Kepler-609,35.0,0.0,15.0,20.0,0.0,,,6.521209629,,5666.0,2016,1,Low Priority,0.9999728563920481
Kepler-608 b,Kepler-608,35.0,0.0,15.0,20.0,0.0,3.89,,6.412512953,1069.0,6026.0,2016,1,Low Priority,0.9999812441326269
Kepler-250 d,Kepler-250,35.0,0.0,15.0,20.0,0.0,2.43,,17.64830851,579.0,5029.0,2014,1,Low Priority,0.9999399638669965
Kepler-625 b,Kepler-625,35.0,0.0,15.0,20.0,0.0,,,7.75194088,,6049.15,2016,1,Low Priority,0.9999728563920481
Kepler-1834 c,Kepler-1834,35.0,10.0,5.0,20.0,0.0,1.11,,0.766689534,1491.0,4894.0,2023,1,Low Priority,0.999897158590824
Kepler-53 b,Kepler-53,35.0,0.0,15.0,20.0,0.0,,,18.64934587,,5653.0,2012,1,Low Priority,0.9999304342759647
Kepler-219 b,Kepler-219,35.0,0.0,15.0,20.0,0.0,2.58,,4.585504,1225.0,5788.0,2014,1,Low Priority,0.9999812441326269
Kepler-759 b,Kepler-759,35.0,0.0,15.0,20.0,0.0,,,41.8059544,,,2016,1,Low Priority,0.9999216871663952
Kepler-27 b,Kepler-27,35.0,0.0,15.0,20.0,0.0,5.85,41.8,15.335,,,2011,1,Low Priority,0.9999306536329444
Kepler-165 b,Kepler-165,35.0,0.0,15.0,20.0,0.0,,,8.1808949,,5155.0,2014,1,Low Priority,0.9999711265932164
Kepler-685 b,Kepler-685,35.0,0.0,15.0,20.0,0.0,9.74,,1.6255222,1572.0,5717.0,2016,1,Low Priority,0.9999812441326269
Kepler-1907 c,Kepler-1907,35.0,0.0,15.0,20.0,0.0,,,14.8638496,,5007.0,2021,1,Low Priority,0.9999249235160572
Kepler-569 b,Kepler-569,35.0,0.0,15.0,20.0,0.0,3.4,,34.18896,537.0,5823.0,2016,1,Low Priority,0.9999435241242978
Kepler-578 b,Kepler-578,35.0,0.0,15.0,20.0,0.0,,,1.616883373,,5267.0,2016,1,Low Priority,0.9999711265932164
Kepler-266 b,Kepler-266,35.0,0.0,15.0,20.0,0.0,2.51,,6.61834191,990.0,5888.0,2014,1,Low Priority,0.9999812441326269
Kepler-586 b,Kepler-586,35.0,0.0,15.0,20.0,0.0,2.96,,2.104722184,1367.0,5705.0,2016,1,Low Priority,0.9999812441326269
Kepler-725 b,Kepler-725,35.0,0.0,15.0,20.0,0.0,10.13,,39.64317811,,5399.0,2016,1,Low Priority,0.999906603507938
Kepler-164 d,Kepler-164,35.0,0.0,15.0,20.0,0.0,2.7,,28.9869016,637.0,5888.0,2014,1,Low Priority,0.999945225736589
Kepler-164 d,Kepler-164,35.0,0.0,15.0,20.0,0.0,2.46,,28.9868326,687.0,6353.0,2014,1,Low Priority,0.999945225736589
Kepler-160 b,Kepler-160,35.0,0.0,15.0,20.0,0.0,,,4.3093864422,,5609.0,2014,1,Low Priority,0.9999728563920481
Kepler-164 d,Kepler-164,35.0,0.0,15.0,20.0,0.0,2.45,,28.986769,,5888.0,2014,1,Low Priority,0.999915430124536
Kepler-1588 b,Kepler-1588,35.0,0.0,15.0,20.0,0.0,0.78,,7.84931739,925.0,5678.0,2016,1,Low Priority,0.9999466331182932
Kepler-146 b,Kepler-146,35.0,0.0,15.0,20.0,0.0,3.71,,31.158799,,5948.0,2014,1,Low Priority,0.999915430124536
Kepler-150 e,Kepler-150,35.0,0.0,15.0,20.0,0.0,,,30.82613819,,5528.0,2014,1,Low Priority,0.9999306537128889
Kepler-499 b,Kepler-499,35.0,0.0,15.0,20.0,0.0,2.04,,5.63252508,844.0,5216.0,2016,1,Low Priority,0.9999806456203706
Kepler-126 d,Kepler-126,35.0,0.0,15.0,20.0,0.0,2.51,,100.2828693,,6311.0,2014,1,Low Priority,0.9971119181866387
Kepler-1004 b,Kepler-1004,35.0,0.0,15.0,20.0,0.0,6.668,,,,5008.0,2016,1,Low Priority,0.9998428529407727
Kepler-176 c,Kepler-176,35.0,0.0,15.0,20.0,0.0,2.6,,12.759712,,5232.0,2014,1,Low Priority,0.9999123192537552
Kepler-461 b,Kepler-461,35.0,0.0,15.0,20.0,0.0,,,8.3137845415,,5831.34,2016,1,Low Priority,0.9999728563920481
Kepler-900 b,Kepler-900,35.0,0.0,15.0,20.0,0.0,2.08,,6.9913086,,4836.0,2016,1,Low Priority,0.9999563250161038
Kepler-1082 b,Kepler-1082,35.0,0.0,15.0,20.0,0.0,,,1.5432150394,,5875.51,2016,1,Low Priority,0.9999728563920481
Kepler-42 c,Kepler-42,35.0,10.0,5.0,20.0,0.0,0.92,,0.453287337,733.0,3068.0,2011,1,Low Priority,0.9997113594317287
Kepler-150 d,Kepler-150,35.0,0.0,15.0,20.0,0.0,2.88,,12.56092796,772.0,5862.0,2014,1,Low Priority,0.9999466818735371
Kepler-26 c,Kepler-26,35.0,0.0,15.0,20.0,0.0,2.73,,17.251,,3853.0,2011,1,Low Priority,0.9998859295578075
Kepler-660 b,Kepler-660,35.0,0.0,15.0,20.0,0.0,2.52,,9.27358194,649.0,4856.0,2016,1,Low Priority,0.9999738590346953
Kepler-229 c,Kepler-229,35.0,0.0,15.0,20.0,0.0,5.27,,16.06862959,571.0,5126.0,2014,1,Low Priority,0.99994088440688
Kepler-324 e,Kepler-324,35.0,0.0,15.0,20.0,0.0,2.03862444,,13.97939968,,5191.0,2021,1,Low Priority,0.9999048544995566
Kepler-638 b,Kepler-638,35.0,0.0,15.0,20.0,0.0,,,6.0795814268,,5342.68,2016,1,Low Priority,0.9999711265934913
Kepler-1451 b,Kepler-1451,35.0,0.0,15.0,20.0,0.0,2.9,,35.622233,521.0,5796.0,2016,1,Low Priority,0.999945193891192
K2-45 b,K2-45,35.0,0.0,15.0,20.0,0.0,11.4,,1.7292577,,,2016,1,Low Priority,0.9999712967480412
Kepler-565 b,Kepler-565,35.0,0.0,15.0,20.0,0.0,3.64,,4.243747226,,5735.0,2016,1,Low Priority,0.9999683483864825
Kepler-151 c,Kepler-151,35.0,0.0,15.0,20.0,0.0,2.09,,24.674612,,5460.0,2014,1,Low Priority,0.9999216871663952
Kepler-625 b,Kepler-625,35.0,0.0,15.0,20.0,0.0,,,7.7519284051,,6049.15,2016,1,Low Priority,0.9999728563920481
Kepler-286 b,Kepler-286,35.0,5.0,15.0,20.0,-5.0,1.33,,1.796311,1489.0,5969.0,2014,1,Low Priority,0.9999846148599598
Kepler-703 b,Kepler-703,35.0,0.0,15.0,20.0,0.0,8.2,,4.583521756,,6185.0,2016,1,Low Priority,0.9999728563920477
Kepler-647 c,Kepler-647,35.0,0.0,15.0,20.0,0.0,4.00135002,,29.6663,,5906.74,2020,1,Low Priority,0.9999304341960202
Kepler-584 b,Kepler-584,35.0,0.0,15.0,20.0,0.0,,,35.18103123,,6167.0,2016,1,Low Priority,0.9999304342759647
Kepler-505 b,Kepler-505,35.0,0.0,15.0,20.0,0.0,,,27.5219767,,3861.0,2016,1,Low Priority,0.9999202336698853
K2-124 b,K2-124,35.0,0.0,15.0,20.0,0.0,2.64,,6.413539,,3560.7,2017,1,Low Priority,0.9999624045110148
Kepler-1322 c,Kepler-1322,35.0,0.0,15.0,20.0,0.0,2.15492527,,6.459980011,,5704.0,2021,1,Low Priority,0.9999711265932164
Kepler-292 b,Kepler-292,35.0,0.0,15.0,20.0,0.0,,,2.5808178205,,5193.0,2014,1,Low Priority,0.9999711265932164
Kepler-746 b,Kepler-746,35.0,0.0,15.0,20.0,0.0,,,3.4814705886,,5094.34,2016,1,Low Priority,0.999969346528442
Kepler-368 c,Kepler-368,35.0,0.0,15.0,20.0,0.0,4.51,,,,5459.0,2014,1,Low Priority,0.9998428392932454
75 Cet b,75 Cet,35.0,25.0,-10.0,20.0,0.0,,,696.62,,4809.0,2012,1,Low Priority,0.9994853917864553
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,35.0,0.0,15.0,20.0,0.0,,150.0,,,,2016,1,Low Priority,0.9961372995934329
Kepler-981 b,Kepler-981,35.0,0.0,15.0,20.0,0.0,2.27,,4.469757736,1104.0,5988.0,2016,1,Low Priority,0.9999812441326273
Kepler-155 b,Kepler-155,35.0,0.0,15.0,20.0,0.0,2.43,,5.931192939,,4550.0,2014,1,Low Priority,0.9999711265932193
Kepler-607 b,Kepler-607,35.0,10.0,5.0,20.0,0.0,0.99,,0.638163204,1876.0,5244.0,2016,1,Low Priority,0.999882817601409
Kepler-425 b,Kepler-425,35.0,0.0,15.0,20.0,0.0,10.962402,71.82958,3.79701816,,5170.0,2014,1,Low Priority,0.9999541259417525
Kepler-912 b,Kepler-912,35.0,0.0,15.0,20.0,0.0,2.8,,2.534756273,,5998.0,2016,1,Low Priority,0.9999728563920477
Kepler-122 c,Kepler-122,35.0,0.0,15.0,20.0,0.0,,,12.46606378,,6012.0,2014,1,Low Priority,0.9999289106156741
Kepler-336 c,Kepler-336,35.0,0.0,15.0,20.0,0.0,,,9.59993246,,5956.94,2014,1,Low Priority,0.999966220028486
Kepler-1812 b,Kepler-1812,35.0,0.0,15.0,20.0,0.0,,,7.16520428,,6317.0,2021,1,Low Priority,0.9999728563920481
Kepler-199 b,Kepler-199,35.0,0.0,15.0,20.0,0.0,3.87,,23.64219092,702.0,5989.0,2014,1,Low Priority,0.999945225736589
Kepler-238 e,Kepler-238,35.0,0.0,15.0,20.0,0.0,,,23.6537012966,,5630.0,2013,1,Low Priority,0.9999304342759647
Kepler-49 b,Kepler-49,35.0,0.0,15.0,20.0,0.0,2.04,8.6,7.204,,,2012,1,Low Priority,0.9999640695701264
Kepler-667 b,Kepler-667,35.0,0.0,15.0,20.0,0.0,,,41.43957912,,5107.0,2016,1,Low Priority,0.9999202952278005
KOI-1599.01,KOI-1599,35.0,0.0,15.0,20.0,0.0,,,20.40857074,,5833.0,2019,1,Low Priority,0.9999304342759647
Kepler-171 b,Kepler-171,35.0,0.0,15.0,20.0,0.0,2.44,,4.166962173,1024.0,5641.0,2014,1,Low Priority,0.9999800488542877
Kepler-1685 b,Kepler-1685,35.0,0.0,15.0,20.0,0.0,,,20.49041,,5484.0,2020,1,Low Priority,0.9999306537128889
Kepler-151 c,Kepler-151,35.0,0.0,15.0,20.0,0.0,2.09,,24.67464211,,5355.0,2014,1,Low Priority,0.9999121897193317
Kepler-758 b,Kepler-758,35.0,0.0,15.0,20.0,0.0,2.48,,12.1097104,,6228.0,2016,1,Low Priority,0.9999289105339791
Kepler-553 b,Kepler-553,35.0,0.0,15.0,20.0,0.0,,,4.03046931,,5104.0,2016,1,Low Priority,0.9999711265932164
Kepler-1247 b,Kepler-1247,35.0,0.0,15.0,20.0,0.0,,,13.7122435043,,5326.0,2016,1,Low Priority,0.9999333951919617
Kepler-1429 b,Kepler-1429,35.0,0.0,15.0,20.0,0.0,,,4.4849009147,,5894.0,2016,1,Low Priority,0.9999728563920481
Kepler-150 e,Kepler-150,35.0,0.0,15.0,20.0,0.0,2.88,,30.8264713,,5589.0,2014,1,Low Priority,0.9999121896287511
Kepler-168 b,Kepler-168,35.0,0.0,15.0,20.0,0.0,2.12,,4.42534621,,6364.0,2014,1,Low Priority,0.9999728563920481
Kepler-784 c,Kepler-784,35.0,0.0,15.0,20.0,0.0,2.04,,17.1570874,909.0,5611.0,2023,1,Low Priority,0.9999221040001729
Kepler-701 b,Kepler-701,35.0,0.0,15.0,20.0,0.0,3.09,,10.35533177,777.0,5501.0,2016,1,Low Priority,0.9999401846757073
Kepler-262 c,Kepler-262,35.0,5.0,15.0,20.0,-5.0,1.69,,21.85347,617.0,5823.0,2014,1,Low Priority,0.9999181975949888
Kepler-1016 b,Kepler-1016,35.0,0.0,15.0,20.0,0.0,2.12,,1.954524342,1482.0,6060.0,2016,1,Low Priority,0.9999812441326273
Kepler-756 b,Kepler-756,35.0,0.0,15.0,20.0,0.0,,,1.2248642208,,,2016,1,Low Priority,0.9999693465284385
Kepler-332 c,Kepler-332,35.0,0.0,15.0,20.0,0.0,,,15.99560373,,4925.0,2014,1,Low Priority,0.999924923516051
Kepler-1730 b,Kepler-1730,35.0,0.0,15.0,20.0,0.0,,,13.81019506,,5598.0,2021,1,Low Priority,0.9999382841527729
Kepler-124 d,Kepler-124,35.0,5.0,15.0,20.0,-5.0,1.37,,30.95053,470.0,5288.0,2014,1,Low Priority,0.9999082319719215
Kepler-468 b,Kepler-468,35.0,0.0,15.0,20.0,0.0,,,38.47876629,,5439.49,2016,1,Low Priority,0.9999216871663987
Kepler-279 b,Kepler-279,35.0,0.0,15.0,20.0,0.0,2.47,,12.3097136,941.0,6781.0,2014,1,Low Priority,0.9999484901904009
Kepler-83 b,Kepler-83,35.0,0.0,15.0,20.0,0.0,2.38,,9.77042372,,4648.0,2012,1,Low Priority,0.9999683691543861
Kepler-317 c,Kepler-317,35.0,0.0,15.0,20.0,0.0,,,8.7751948356,,5317.0,2014,1,Low Priority,0.9999711265932164
Kepler-416 c,Kepler-416,35.0,0.0,15.0,20.0,0.0,2.54,,12.20945351,848.0,5977.0,2014,1,Low Priority,0.9999484901904009
Kepler-497 b,Kepler-497,35.0,0.0,15.0,20.0,0.0,,,3.5732035907,,,2016,1,Low Priority,0.9999693465284385
Kepler-286 e,Kepler-286,35.0,5.0,15.0,20.0,-5.0,1.78,,29.22144,587.0,5969.0,2014,1,Low Priority,0.9999211255357994
Kepler-23 d,Kepler-23,35.0,0.0,15.0,20.0,0.0,,,15.2744548588,,5861.98,2014,1,Low Priority,0.9999304342759647
Kepler-23 d,Kepler-23,35.0,0.0,15.0,20.0,0.0,2.28,,15.27438229,910.0,5828.0,2014,1,Low Priority,0.9999484902495965
K2-268 c,K2-268,35.0,0.0,15.0,20.0,0.0,3.63,,9.32705,,,2018,1,Low Priority,0.9999683691546594
Kepler-43 b,Kepler-43,35.0,0.0,15.0,20.0,0.0,12.1,,3.024092548,1475.0,6022.0,2011,1,Low Priority,0.9999812441326269
Kepler-1211 b,Kepler-1211,35.0,0.0,15.0,20.0,0.0,,,11.01819178,,5769.0,2016,1,Low Priority,0.9999247878577645
K2-146 b,K2-146,35.0,0.0,15.0,20.0,0.0,,,2.645,,3359.0,2018,1,Low Priority,0.999960580706793
Kepler-1396 b,Kepler-1396,35.0,0.0,15.0,20.0,0.0,,,18.2206689735,,5874.91,2016,1,Low Priority,0.9999304342759647
Kepler-1282 b,Kepler-1282,35.0,0.0,15.0,20.0,0.0,,,2.131945045,,5444.0,2016,1,Low Priority,0.9999693465284385
Kepler-642 b,Kepler-642,35.0,0.0,15.0,20.0,0.0,2.195,,4.41745855,,6380.0,2016,1,Low Priority,0.9999730716460126
Kepler-1616 b,Kepler-1616,35.0,0.0,15.0,20.0,0.0,,,6.76289308,,6202.69,2016,1,Low Priority,0.9999728563920481
Kepler-240 b,Kepler-240,35.0,0.0,15.0,20.0,0.0,,,4.145,,,2014,1,Low Priority,0.9999711265932164
Kepler-695 b,Kepler-695,35.0,0.0,15.0,20.0,0.0,,,3.04033046,,4903.0,2016,1,Low Priority,0.9999711265932164
Kepler-198 b,Kepler-198,35.0,0.0,15.0,20.0,0.0,2.62,,17.79002419,646.0,5733.0,2014,1,Low Priority,0.9999417352027401
Kepler-169 d,Kepler-169,35.0,0.0,15.0,20.0,0.0,,,8.34819209,,4930.0,2014,1,Low Priority,0.9999711265932197
Kepler-872 b,Kepler-872,35.0,0.0,15.0,20.0,0.0,,,2.5788470447,,5655.0,2016,1,Low Priority,0.9999728563920481
EPIC 201497682 b,EPIC 201497682,35.0,0.0,15.0,20.0,0.0,0.692,,2.13174,,,2019,1,Low Priority,0.9984893201892643
Kepler-1162 b,Kepler-1162,35.0,0.0,15.0,20.0,0.0,,,32.56369016,,5276.0,2016,1,Low Priority,0.9999249235160474
HAT-P-53 b,HAT-P-53,35.0,0.0,15.0,20.0,0.0,14.773462,469.43491,1.9616241,,5956.0,2015,1,Low Priority,0.9999563386208117
PH2 b,PH2,35.0,0.0,15.0,20.0,0.0,9.379,,,,5676.0,2013,1,Low Priority,0.9998428392932454
Kepler-157 c,Kepler-157,35.0,0.0,15.0,20.0,0.0,2.33,,13.54056874,762.0,5988.0,2014,1,Low Priority,0.9999458516681846
Kepler-278 c,Kepler-278,35.0,0.0,15.0,20.0,0.0,3.391,,,,5002.0,2014,1,Low Priority,0.9998743195295863
K2-85 b,K2-85,35.0,0.0,15.0,20.0,0.0,,,0.68458757,,4222.0,2016,1,Low Priority,0.9997087651011954
Kepler-1321 d,Kepler-1321,35.0,0.0,15.0,20.0,0.0,2.62843782,,5.720920086,,3640.0,2021,1,Low Priority,0.999967500574331
Kepler-278 c,Kepler-278,35.0,0.0,15.0,20.0,0.0,,,51.0763236396,,4904.79,2014,1,Low Priority,0.999802175489043
Kepler-581 b,Kepler-581,35.0,0.0,15.0,20.0,0.0,2.16,,40.6069821,475.0,5601.0,2016,1,Low Priority,0.9999407935762573
HATS-55 b,HATS-55,35.0,0.0,15.0,20.0,0.0,,,4.2041844,,,2019,1,Low Priority,0.999969346528442
Kepler-318 c,Kepler-318,35.0,0.0,15.0,20.0,0.0,2.98,,11.8150013,,5708.0,2014,1,Low Priority,0.9999289105339791
Kepler-40 b,Kepler-40,35.0,0.0,15.0,20.0,0.0,13.44,,6.8731664,1482.0,6490.0,2010,1,Low Priority,0.9999812441326269
Kepler-40 b,Kepler-40,35.0,0.0,15.0,20.0,0.0,,,6.8731713878,,6014.0,2010,1,Low Priority,0.9999727722736808
Kepler-40 b,Kepler-40,35.0,0.0,15.0,20.0,0.0,13.8,,6.873165232,1482.0,6490.0,2010,1,Low Priority,0.9999812441326269
Kepler-24 b,Kepler-24,35.0,0.0,15.0,20.0,0.0,3.11,,8.14511872,993.0,6038.0,2011,1,Low Priority,0.9999812441326269
Kepler-279 c,Kepler-279,35.0,0.0,15.0,20.0,0.0,5.61,,35.7355719,,6488.0,2013,1,Low Priority,0.9999304341960202
Kepler-1034 b,Kepler-1034,35.0,0.0,15.0,20.0,0.0,,,12.12401737,,5099.0,2016,1,Low Priority,0.9999232791658345
K2-242 b,K2-242,35.0,0.0,15.0,20.0,0.0,2.54,,6.51389,416.0,3459.0,2018,1,Low Priority,0.9999727227532241
Kepler-103 c,Kepler-103,35.0,0.0,15.0,20.0,0.0,5.724,,,,5886.0,2014,1,Low Priority,0.9998428392932454
Kepler-1646 b,Kepler-1646,35.0,0.0,15.0,20.0,0.0,,,4.48559215,,3391.0,2016,1,Low Priority,0.999960596552264
Kepler-953 b,Kepler-953,35.0,0.0,15.0,20.0,0.0,,,88.40678718,,5328.63,2016,1,Low Priority,0.9996334944600709
Kepler-1650 b,Kepler-1650,35.0,0.0,15.0,20.0,0.0,,,1.538180949,,3419.0,2017,1,Low Priority,0.9999642003474043
Kepler-1574 b,Kepler-1574,35.0,0.0,15.0,20.0,0.0,,,6.94245216,,5710.0,2016,1,Low Priority,0.9999728563920481
Kepler-226 c,Kepler-226,35.0,0.0,15.0,20.0,0.0,,,5.3495433095,,5338.0,2014,1,Low Priority,0.9999711265932164
Kepler-1217 b,Kepler-1217,35.0,5.0,15.0,20.0,-5.0,1.62,,2.032324,1487.0,6111.0,2016,1,Low Priority,0.9999790198073935
Kepler-590 b,Kepler-590,35.0,0.0,15.0,20.0,0.0,4.02,,5.85296257,,6000.0,2016,1,Low Priority,0.9999728563920477
Kepler-536 b,Kepler-536,35.0,0.0,15.0,20.0,0.0,6.18,,1.827082299,1876.0,5311.0,2016,1,Low Priority,0.9999800488542901
Kepler-186 d,Kepler-186,35.0,0.0,15.0,20.0,0.0,,,13.3430025,,3876.0,2014,1,Low Priority,0.9999104680050251
Kepler-307 b,Kepler-307,35.0,0.0,15.0,20.0,0.0,3.01,8.81,10.421,,,2013,1,Low Priority,0.9999088543919612
Kepler-122 d,Kepler-122,35.0,0.0,15.0,20.0,0.0,,,21.5862246162,,6012.0,2014,1,Low Priority,0.9999304342759647
